index_no,region_no,port_name,country,latitude,longitude,geog,geom
8290,6585,PORTSMOUTH,US,36.816667,-76.3,0101000020E610000033333333331353C08988888888684240,0101000020E610000033333333331353C08988888888684240
8300,6585,NEWPORT NEWS,US,36.966667,-76.433333,0101000020E6100000BCBBBBBBBB1B53C0BCBBBBBBBB7B4240,0101000020E6100000BCBBBBBBBB1B53C0BCBBBBBBBB7B4240
8318,6585,WARWICK,US,37.45,-77.416667,0101000020E6100000ABAAAAAAAA5A53C09A99999999B94240,0101000020E6100000ABAAAAAAAA5A53C09A99999999B94240
8320,6585,RICHMOND,US,37.533333,-77.416667,0101000020E6100000ABAAAAAAAA5A53C04444444444C44240,0101000020E6100000ABAAAAAAAA5A53C04444444444C44240
8325,6585,ELIZABETH CITY,US,36.3,-76.216667,0101000020E6100000DEDDDDDDDD0D53C06666666666264240,0101000020E6100000DEDDDDDDDD0D53C06666666666264240
49982,49820,JOHOR,MY,1.433333,103.9,0101000020E61000009A99999999F95940EFEEEEEEEEEEF63F,0101000020E61000009A99999999F95940EFEEEEEEEEEEF63F
51855,51760,NORTH PULAU LAUT COAL TERMINAL,ID,-3.2,116.283333,0101000020E61000002222222222125D409A999999999909C0,0101000020E61000002222222222125D409A999999999909C0
51865,51760,TANAH MERAH,ID,-1.816667,116.166667,0101000020E6100000ABAAAAAAAA0A5D40111111111111FDBF,0101000020E6100000ABAAAAAAAA0A5D40111111111111FDBF
51803,51760,TANJUNG SANGATA,ID,0.366667,117.566667,0101000020E61000004444444444645D40777777777777D73F,0101000020E61000004444444444645D40777777777777D73F
50516,50515,TANJUNG BALAI KARIMUN,ID,0.983333,103.433333,0101000020E6100000BCBBBBBBBBDB5940777777777777EF3F,0101000020E6100000BCBBBBBBBBDB5940777777777777EF3F
50518,50515,KUALA TANJUNG,ID,3.366667,99.483333,0101000020E6100000EFEEEEEEEEDE5840EFEEEEEEEEEE0A40,0101000020E6100000EFEEEEEEEEDE5840EFEEEEEEEEEE0A40
50055,50020,SEKUPANG,ID,1.133333,103.916667,0101000020E6100000ABAAAAAAAAFA5940222222222222F23F,0101000020E6100000ABAAAAAAAAFA5940222222222222F23F
50932,50920,TANJUNG GEREM,ID,-5.966667,105.983333,0101000020E6100000EFEEEEEEEE7E5A40DEDDDDDDDDDD17C0,0101000020E6100000EFEEEEEEEE7E5A40DEDDDDDDDDDD17C0
61875,61100,EASTERN PART OF NIIGATA-KO,JP,38.016667,139.233333,0101000020E610000077777777776761402222222222024340,0101000020E610000077777777776761402222222222024340
61379,61100,FUNABASHI,JP,35.666667,139.95,0101000020E610000066666666667E61405555555555D54140,0101000020E610000066666666667E61405555555555D54140
61353,61100,SOMA,JP,37.833333,140.95,0101000020E610000066666666669E6140ABAAAAAAAAEA4240,0101000020E610000066666666669E6140ABAAAAAAAAEA4240
61695,61100,HIKARI,JP,33.95,131.933333,0101000020E6100000DEDDDDDDDD7D60409A99999999F94040,0101000020E6100000DEDDDDDDDD7D60409A99999999F94040
61862,61100,HIMEKAWA,JP,37.033333,137.85,0101000020E610000033333333333B61404444444444844240,0101000020E610000033333333333B61404444444444844240
61564,61100,HIROHATA,JP,34.766667,134.633333,0101000020E61000004444444444D460402222222222624140,0101000020E61000004444444444D460402222222222624140
62118,61100,HIBIKINADA,JP,33.933333,130.833333,0101000020E6100000ABAAAAAAAA5A60407777777777F74040,0101000020E6100000ABAAAAAAAA5A60407777777777F74040
61932,61100,MEGA,JP,34.783333,134.7,0101000020E61000006666666666D660404444444444644140,0101000020E61000006666666666D660404444444444644140
61642,61100,MITSUKOJIMA,JP,34.183333,132.516667,0101000020E610000089888888889060407777777777174140,0101000020E610000089888888889060407777777777174140
62333,61100,MATSU-SHIMA,JP,32.933333,129.6,0101000020E610000033333333333360407777777777774040,0101000020E610000033333333333360407777777777774040
61664,61100,NAMIKATA,JP,34.116667,132.9,0101000020E6100000CDCCCCCCCC9C6040EFEEEEEEEE0E4140,0101000020E6100000CDCCCCCCCC9C6040EFEEEEEEEE0E4140
61277,61100,NOSHIRO KO,JP,40.216667,140,0101000020E61000000000000000806140BCBBBBBBBB1B4440,0101000020E61000000000000000806140BCBBBBBBBB1B4440
61760,61100,SAKAIMINATO,JP,35.533333,133.233333,0101000020E61000007777777777A760404444444444C44140,0101000020E61000007777777777A760404444444444C44140
61566,61100,SHIKAMA,JP,34.766667,134.65,0101000020E6100000CDCCCCCCCCD460402222222222624140,0101000020E6100000CDCCCCCCCCD460402222222222624140
62115,61100,TOBATA,JP,33.916667,130.816667,0101000020E610000022222222225A60405555555555F54040,0101000020E610000022222222225A60405555555555F54040
62113,61100,YANAI,JP,33.95,132.133333,0101000020E610000044444444448460409A99999999F94040,0101000020E610000044444444448460409A99999999F94040
940,545,KAJALLEQ UPERNAVIK,GL,72.15,-55.533333,0101000020E61000004444444444C44BC09A99999999095240,0101000020E61000004444444444C44BC09A99999999095240
1020,1010,POND INLET,CA,72.75,-76.75,0101000020E610000000000000003053C00000000000305240,0101000020E610000000000000003053C00000000000305240
1035,1010,PADLOPING ISLAND,CA,67.033333,-62.733333,0101000020E6100000DEDDDDDDDD5D4FC02222222222C25040,0101000020E6100000DEDDDDDDDD5D4FC02222222222C25040
1040,1010,PANGNIRTUNG,CA,66.133333,-65.75,0101000020E610000000000000007050C08988888888885040,0101000020E610000000000000007050C08988888888885040
44807,40345,AKSAZ LIMANI,TR,36.833333,28.383333,0101000020E61000002222222222623C40ABAAAAAAAA6A4240,0101000020E61000002222222222623C40ABAAAAAAAA6A4240
10006,9970,COCKBURN TOWN,BS,24.05,-74.533333,0101000020E61000002222222222A252C0CDCCCCCCCC0C3840,0101000020E61000002222222222A252C0CDCCCCCCCC0C3840
10773,9970,ROCKY POINT,JM,17.816667,-77.15,0101000020E61000009A999999994953C01111111111D13140,0101000020E61000009A999999994953C01111111111D13140
11048,10950,PUNTA NIZAO OIL TERMINAL,DO,18.2,-70.2,0101000020E6100000CDCCCCCCCC8C51C03333333333333240,0101000020E6100000CDCCCCCCCC8C51C03333333333333240
11005,10950,PUERTO BOTADO,DO,19.2,-69.45,0101000020E6100000CDCCCCCCCC5C51C03333333333333340,0101000020E6100000CDCCCCCCCC5C51C03333333333333340
11372,11355,COLES BAY OIL TERMINAL,SX,18.016667,-63.083333,0101000020E6100000ABAAAAAAAA8A4FC04444444444043240,0101000020E6100000ABAAAAAAAA8A4FC04444444444043240
35410,35220,TORQUAY HARBOUR,GB,50.466667,-3.533333,0101000020E61000004444444444440CC0BCBBBBBBBB3B4940,0101000020E61000004444444444440CC0BCBBBBBBBB3B4940
90,60,SKERJAFJORDUR,IS,64.15,-22.016667,0101000020E610000044444444440436C09A99999999095040,0101000020E610000044444444440436C09A99999999095040
35450,35220,PORTLAND HARBOUR,GB,50.583333,-2.433333,0101000020E610000078777777777703C0ABAAAAAAAA4A4940,0101000020E610000078777777777703C0ABAAAAAAAA4A4940
105,60,GRUNDARTANGI,IS,64.266667,-22,0101000020E610000000000000000036C01111111111115040,0101000020E610000000000000000036C01111111111115040
35460,35220,WEYMOUTH HARBOUR,GB,50.616667,-2.45,0101000020E61000009A999999999903C0EFEEEEEEEE4E4940,0101000020E61000009A999999999903C0EFEEEEEEEE4E4940
35550,35220,COWES HARBOUR,GB,50.766667,-1.3,0101000020E6100000CDCCCCCCCCCCF4BF2222222222624940,0101000020E6100000CDCCCCCCCCCCF4BF2222222222624940
35560,35220,YARMOUTH HARBOUR,GB,50.7,-1.5,0101000020E6100000000000000000F8BF9A99999999594940,0101000020E6100000000000000000F8BF9A99999999594940
35590,35220,FAWLEY MARINE TERMINAL,GB,50.816667,-1.333333,0101000020E6100000555555555555F5BF8988888888684940,0101000020E6100000555555555555F5BF8988888888684940
35600,35220,PORTSMOUTH HARBOUR,GB,50.8,-1.1,0101000020E61000009A9999999999F1BF6666666666664940,0101000020E61000009A9999999999F1BF6666666666664940
62121,61100,YAHATA,JP,33.866667,130.816667,0101000020E610000022222222225A6040EFEEEEEEEEEE4040,0101000020E610000022222222225A6040EFEEEEEEEEEE4040
61541,61100,YURA,JP,33.95,135.1,0101000020E61000003333333333E360409A99999999F94040,0101000020E61000003333333333E360409A99999999F94040
56945,56695,QUEEN CAROLA HARBOR,PG,-5.166667,154.55,0101000020E61000009A99999999516340ABAAAAAAAAAA14C0,0101000020E61000009A99999999516340ABAAAAAAAAAA14C0
60385,60315,CHINAE,KR,35.133333,128.65,0101000020E6100000CDCCCCCCCC1460401111111111914140,0101000020E6100000CDCCCCCCCC1460401111111111914140
53318,53290,CAPE FLATTERY HARBOR,AU,-14.95,145.35,0101000020E610000033333333332B62406666666666E62DC0,0101000020E610000033333333332B62406666666666E62DC0
45814,45810,NOUAKCHOTT,MR,18.033333,-16.033333,0101000020E610000089888888880830C08988888888083240,0101000020E610000089888888880830C08988888888083240
56840,56700,BIALLA,PG,-5.3,150.983333,0101000020E61000007777777777DF624033333333333315C0,0101000020E61000007777777777DF624033333333333315C0
48257,48225,PORT OF SOHAR,OM,24.516667,56.633333,0101000020E61000001111111111514C404444444444843840,0101000020E61000001111111111514C404444444444843840
20060,19080,UNGA,US,55.183333,-160.5,0101000020E610000000000000001064C07777777777974B40,0101000020E610000000000000001064C07777777777974B40
20097,20095,AKUTAN HARBOR,US,54.133333,-165.8,0101000020E61000009A99999999B964C01111111111114B40,0101000020E61000009A99999999B964C01111111111114B40
20140,20095,ADAK NAVAL AIR STATION,US,51.866667,-176.633333,0101000020E610000044444444441466C0EFEEEEEEEEEE4940,0101000020E610000044444444441466C0EFEEEEEEEEEE4940
19585,19080,PORT CHILKOOT,US,59.233333,-135.433333,0101000020E6100000DEDDDDDDDDED60C0DEDDDDDDDD9D4D40,0101000020E6100000DEDDDDDDDDED60C0DEDDDDDDDD9D4D40
19639,19080,ORCA,US,60.583333,-145.716667,0101000020E6100000EFEEEEEEEE3662C0ABAAAAAAAA4A4E40,0101000020E6100000EFEEEEEEEE3662C0ABAAAAAAAA4A4E40
48298,48285,AL SHAHEEN TERMINAL,QA,26.583333,52,0101000020E61000000000000000004A405555555555953A40,0101000020E61000000000000000004A405555555555953A40
48300,48285,AL RAYYAN TERMINAL,QA,26.65,51.55,0101000020E61000006666666666C649406666666666A63A40,0101000020E61000006666666666C649406666666666A63A40
50000,49990,KEPPEL - (EAST SINGAPORE),SG,1.283333,103.85,0101000020E61000006666666666F65940888888888888F43F,0101000020E61000006666666666F65940888888888888F43F
50017,49990,JURONG ISLAND,SG,1.283333,103.733333,0101000020E6100000EFEEEEEEEEEE5940888888888888F43F,0101000020E6100000EFEEEEEEEEEE5940888888888888F43F
35790,35720,SAINT-VALERY-SUR-SOMME,FR,50.183333,1.616667,0101000020E6100000DEDDDDDDDDDDF93F7777777777174940,0101000020E6100000DEDDDDDDDDDDF93F7777777777174940
35800,35720,LE TREPORT,FR,50.066667,1.366667,0101000020E6100000DEDDDDDDDDDDF53F8988888888084940,0101000020E6100000DEDDDDDDDDDDF53F8988888888084940
35810,35720,DIEPPE,FR,49.933333,1.083333,0101000020E6100000555555555555F13F7777777777F74840,0101000020E6100000555555555555F13F7777777777F74840
35835,35720,PORT DU HAVRE-ANTIFER,FR,49.65,0.15,0101000020E6100000333333333333C33F3333333333D34840,0101000020E6100000333333333333C33F3333333333D34840
35840,35720,PORT OF LE HAVRE,FR,49.483333,0.116667,0101000020E6100000DEDDDDDDDDDDBD3FDEDDDDDDDDBD4840,0101000020E6100000DEDDDDDDDDDDBD3FDEDDDDDDDDBD4840
57446,57431,SATTAHIP,TH,12.616667,100.916667,0101000020E6100000ABAAAAAAAA3A5940BCBBBBBBBB3B2940,0101000020E6100000ABAAAAAAAA3A5940BCBBBBBBBB3B2940
10110,10030,MATANZAS,CU,23.05,-81.55,0101000020E610000033333333336354C0CDCCCCCCCC0C3740,0101000020E610000033333333336354C0CDCCCCCCCC0C3740
35850,35720,PORT OF ROUEN,FR,49.45,1.066667,0101000020E6100000111111111111F13F9A99999999B94840,0101000020E6100000111111111111F13F9A99999999B94840
35610,35220,LITTLEHAMPTON HARBOUR,GB,50.783333,-0.533333,0101000020E6100000111111111111E1BF4444444444644940,0101000020E6100000111111111111E1BF4444444444644940
170,60,THINGEYRI,IS,65.883333,-23.483333,0101000020E6100000BCBBBBBBBB7B37C08988888888785040,0101000020E6100000BCBBBBBBBB7B37C08988888888785040
190,60,ISAFJORDUR,IS,66.066667,-23.116667,0101000020E6100000DEDDDDDDDD1D37C04444444444845040,0101000020E6100000DEDDDDDDDD1D37C04444444444845040
250,200,SAUDARKROKUR,IS,65.75,-19.666667,0101000020E6100000ABAAAAAAAAAA33C00000000000705040,0101000020E6100000ABAAAAAAAAAA33C00000000000705040
320,200,HUSAVIK,IS,66.033333,-17.333333,0101000020E610000055555555555531C02222222222825040,0101000020E610000055555555555531C02222222222825040
23050,20620,NAMSOS,NO,64.466667,11.5,0101000020E61000000000000000002740DEDDDDDDDD1D5040,0101000020E61000000000000000002740DEDDDDDDDD1D5040
23053,20620,MALM,NO,64.066667,11.233333,0101000020E610000077777777777726404444444444045040,0101000020E610000077777777777726404444444444045040
23055,20620,STEINKJER,NO,64.016667,11.5,0101000020E610000000000000000027401111111111015040,0101000020E610000000000000000027401111111111015040
23058,20620,DJUPVIKEN,NO,63.783333,11.45,0101000020E61000006666666666E626404444444444E44F40,0101000020E61000006666666666E626404444444444E44F40
23060,20620,LEVANGER,NO,63.75,11.3,0101000020E61000009A999999999926400000000000E04F40,0101000020E61000009A999999999926400000000000E04F40
23070,20620,LANGSTEIN,NO,63.533333,10.9,0101000020E6100000CDCCCCCCCCCC25404444444444C44F40,0101000020E6100000CDCCCCCCCCCC25404444444444C44F40
23075,20620,MURUVIK,NO,63.433333,10.85,0101000020E61000003333333333B325407777777777B74F40,0101000020E61000003333333333B325407777777777B74F40
23080,20620,HOMMELVIK,NO,63.416667,10.8,0101000020E61000009A999999999925405555555555B54F40,0101000020E61000009A999999999925405555555555B54F40
23090,20620,TRONDHEIM,NO,63.433333,10.4,0101000020E6100000CDCCCCCCCCCC24407777777777B74F40,0101000020E6100000CDCCCCCCCCCC24407777777777B74F40
23095,20620,THAMSHAMM,NO,63.316667,9.883333,0101000020E61000004444444444C423408988888888A84F40,0101000020E61000004444444444C423408988888888A84F40
23100,20620,KRISTIANSUND,NO,63.116667,7.733333,0101000020E6100000EFEEEEEEEEEE1E40EFEEEEEEEE8E4F40,0101000020E6100000EFEEEEEEEEEE1E40EFEEEEEEEE8E4F40
23105,20620,SUNNDALSORA,NO,62.683333,8.55,0101000020E61000009A999999991921407777777777574F40,0101000020E61000009A999999991921407777777777574F40
23107,20620,BUD,NO,62.9,6.916667,0101000020E6100000ABAAAAAAAAAA1B403333333333734F40,0101000020E6100000ABAAAAAAAAAA1B403333333333734F40
23108,20620,HAROYSUND,NO,62.9,6.966667,0101000020E6100000DEDDDDDDDDDD1B403333333333734F40,0101000020E6100000DEDDDDDDDDDD1B403333333333734F40
23110,20620,MOLDE,NO,62.733333,7.166667,0101000020E6100000ABAAAAAAAAAA1C40DEDDDDDDDD5D4F40,0101000020E6100000ABAAAAAAAAAA1C40DEDDDDDDDD5D4F40
23111,20620,ANDALSNES,NO,62.566667,7.683333,0101000020E6100000BCBBBBBBBBBB1E408988888888484F40,0101000020E6100000BCBBBBBBBBBB1E408988888888484F40
23112,20620,HAREID,NO,62.366667,6.033333,0101000020E61000002222222222221840EFEEEEEEEE2E4F40,0101000020E61000002222222222221840EFEEEEEEEE2E4F40
23115,20620,MOLDTUSTRANDA,NO,62.3,5.65,0101000020E61000009A999999999916406666666666264F40,0101000020E61000009A999999999916406666666666264F40
23118,20620,ORSTAV,NO,62.2,6.133333,0101000020E610000089888888888818409A99999999194F40,0101000020E610000089888888888818409A99999999194F40
23120,20620,ALESUND,NO,62.466667,6.166667,0101000020E6100000ABAAAAAAAAAA1840BCBBBBBBBB3B4F40,0101000020E6100000ABAAAAAAAAAA1840BCBBBBBBBB3B4F40
23125,20620,MALOY,NO,61.933333,5.116667,0101000020E610000077777777777714407777777777F74E40,0101000020E610000077777777777714407777777777F74E40
23130,20620,FLORO,NO,61.6,5.033333,0101000020E61000002222222222221440CDCCCCCCCCCC4E40,0101000020E61000002222222222221440CDCCCCCCCCCC4E40
23136,20620,ARDALSTANGEN,NO,61.233333,7.716667,0101000020E6100000DEDDDDDDDDDD1E40DEDDDDDDDD9D4E40,0101000020E6100000DEDDDDDDDDDD1E40DEDDDDDDDD9D4E40
23138,20620,MONGSTAD,NO,60.816667,5.033333,0101000020E610000022222222222214408988888888684E40,0101000020E610000022222222222214408988888888684E40
23140,20620,VAKSDAL,NO,60.483333,5.733333,0101000020E6100000EFEEEEEEEEEE1640DEDDDDDDDD3D4E40,0101000020E6100000EFEEEEEEEEEE1640DEDDDDDDDD3D4E40
23160,20620,BERGEN,NO,60.4,5.316667,0101000020E610000044444444444415403333333333334E40,0101000020E610000044444444444415403333333333334E40
19807,19080,SNUG HARBOR,US,60.1,-152.583333,0101000020E6100000ABAAAAAAAA1263C0CDCCCCCCCC0C4E40,0101000020E6100000ABAAAAAAAA1263C0CDCCCCCCCC0C4E40
23180,20620,BRATTHOLMEN,NO,60.35,5.166667,0101000020E6100000ABAAAAAAAAAA1440CDCCCCCCCC2C4E40,0101000020E6100000ABAAAAAAAAAA1440CDCCCCCCCC2C4E40
23195,20620,TRANNESET,NO,60.416667,5.016667,0101000020E610000011111111111114405555555555354E40,0101000020E610000011111111111114405555555555354E40
23220,20620,STRANDVIK,NO,60.166667,5.666667,0101000020E6100000ABAAAAAAAAAA16405555555555154E40,0101000020E6100000ABAAAAAAAAAA16405555555555154E40
23230,20620,NORHEIMSUND,NO,60.366667,6.15,0101000020E61000009A99999999991840EFEEEEEEEE2E4E40,0101000020E61000009A99999999991840EFEEEEEEEE2E4E40
23240,20620,ODDA,NO,60.083333,6.55,0101000020E61000003333333333331A40ABAAAAAAAA0A4E40,0101000020E61000003333333333331A40ABAAAAAAAA0A4E40
10160,10030,PUERTO PADRE,CU,21.283333,-76.533333,0101000020E610000022222222222253C08988888888483540,0101000020E610000022222222222253C08988888888483540
10270,10030,BAHIA DE SAGUA DE TANAMO,CU,20.683333,-75.333333,0101000020E61000005555555555D552C0EFEEEEEEEEAE3440,0101000020E61000005555555555D552C0EFEEEEEEEEAE3440
10320,10310,PUERTO GUANTANAMO,CU,19.983333,-75.133333,0101000020E61000008988888888C852C0BCBBBBBBBBFB3340,0101000020E61000008988888888C852C0BCBBBBBBBBFB3340
35870,35720,DEAUVILLE,FR,49.366667,0.083333,0101000020E6100000555555555555B53FEFEEEEEEEEAE4840,0101000020E6100000555555555555B53FEFEEEEEEEEAE4840
35880,35720,PORT DE CAEN,FR,49.183333,-0.35,0101000020E6100000666666666666D6BF7777777777974840,0101000020E6100000666666666666D6BF7777777777974840
35885,35720,OUISTREHAM,FR,49.283333,-0.25,0101000020E6100000000000000000D0BF4444444444A44840,0101000020E6100000000000000000D0BF4444444444A44840
19450,19080,ELFIN COVE,US,58.2,-136.35,0101000020E610000033333333330B61C09A99999999194D40,0101000020E610000033333333330B61C09A99999999194D40
19460,19080,HOONAH,US,58.116667,-135.45,0101000020E61000006666666666EE60C0EFEEEEEEEE0E4D40,0101000020E61000006666666666EE60C0EFEEEEEEEE0E4D40
19470,19080,TENAKEE SPRINGS,US,57.783333,-135.2,0101000020E61000006666666666E660C04444444444E44C40,0101000020E61000006666666666E660C04444444444E44C40
19480,19080,CHATHAM,US,57.516667,-134.933333,0101000020E6100000DEDDDDDDDDDD60C02222222222C24C40,0101000020E6100000DEDDDDDDDDDD60C02222222222C24C40
19490,19080,TODD,US,57.466667,-135.05,0101000020E61000009A99999999E160C0BCBBBBBBBBBB4C40,0101000020E61000009A99999999E160C0BCBBBBBBBBBB4C40
19510,19080,HOOD BAY,US,57.4,-134.5,0101000020E61000000000000000D060C03333333333B34C40,0101000020E61000000000000000D060C03333333333B34C40
19520,19080,HAWK INLET,US,58.116667,-134.75,0101000020E61000000000000000D860C0EFEEEEEEEE0E4D40,0101000020E61000000000000000D860C0EFEEEEEEEE0E4D40
19530,19080,FUNTER,US,58.25,-134.9,0101000020E6100000CDCCCCCCCCDC60C00000000000204D40,0101000020E6100000CDCCCCCCCCDC60C00000000000204D40
19550,19080,DUPONT,US,58.233333,-134.266667,0101000020E61000008988888888C860C0DEDDDDDDDD1D4D40,0101000020E61000008988888888C860C0DEDDDDDDDD1D4D40
19810,19080,OUZINKIE,US,57.916667,-152.5,0101000020E610000000000000001063C05555555555F54C40,0101000020E610000000000000001063C05555555555F54C40
19580,19080,JUNEAU,US,58.3,-134.416667,0101000020E61000005555555555CD60C06666666666264D40,0101000020E61000005555555555CD60C06666666666264D40
19589,19080,TANANI POINT,US,59.283333,-135.45,0101000020E61000006666666666EE60C04444444444A44D40,0101000020E61000006666666666EE60C04444444444A44D40
19590,19080,SKAGWAY,US,59.45,-135.333333,0101000020E6100000ABAAAAAAAAEA60C09A99999999B94D40,0101000020E6100000ABAAAAAAAAEA60C09A99999999B94D40
19600,19080,LETNIKOF COVE,US,59.183333,-135.4,0101000020E6100000CDCCCCCCCCEC60C07777777777974D40,0101000020E6100000CDCCCCCCCCEC60C07777777777974D40
19610,19080,EXCURSION INLET,US,58.416667,-135.45,0101000020E61000006666666666EE60C05555555555354D40,0101000020E61000006666666666EE60C05555555555354D40
19620,19080,YAKUTAT,US,59.55,-139.733333,0101000020E610000077777777777761C06666666666C64D40,0101000020E610000077777777777761C06666666666C64D40
19630,19080,KATALLA,US,60.2,-144.533333,0101000020E610000011111111111162C09A99999999194E40,0101000020E610000011111111111162C09A99999999194E40
19640,19080,CORDOVA,US,60.55,-145.766667,0101000020E610000089888888883862C06666666666464E40,0101000020E610000089888888883862C06666666666464E40
19650,19080,SHEPARD POINT,US,60.633333,-145.666667,0101000020E610000055555555553562C01111111111514E40,0101000020E610000055555555553562C01111111111514E40
19660,19080,SWANPORT,US,61.083333,-146.4,0101000020E6100000CDCCCCCCCC4C62C0ABAAAAAAAA8A4E40,0101000020E6100000CDCCCCCCCC4C62C0ABAAAAAAAA8A4E40
19110,19080,METLAKATLA,US,55.133333,-131.566667,0101000020E610000022222222227260C01111111111914B40,0101000020E610000022222222227260C01111111111914B40
19120,19080,GEORGE INLET,US,55.383333,-131.466667,0101000020E6100000EFEEEEEEEE6E60C01111111111B14B40,0101000020E6100000EFEEEEEEEE6E60C01111111111B14B40
19670,19080,VALDEZ,US,61.116667,-146.25,0101000020E610000000000000004862C0EFEEEEEEEE8E4E40,0101000020E610000000000000004862C0EFEEEEEEEE8E4E40
18665,18080,BAMBERTON,CA,48.55,-123.516667,0101000020E61000001111111111E15EC06666666666464840,0101000020E61000001111111111E15EC06666666666464840
18670,18080,VICTORIA HARBOR,CA,48.433333,-123.383333,0101000020E61000008988888888D85EC07777777777374840,0101000020E61000008988888888D85EC07777777777374840
18680,18080,ESQUIMALT HARBOR,CA,48.433333,-123.433333,0101000020E6100000BCBBBBBBBBDB5EC07777777777374840,0101000020E6100000BCBBBBBBBBDB5EC07777777777374840
18705,18080,PORT SAN JUAN,CA,48.55,-124.433333,0101000020E6100000BCBBBBBBBB1B5FC06666666666464840,0101000020E6100000BCBBBBBBBB1B5FC06666666666464840
18730,18080,PORT ALBERNI,CA,49.233333,-124.816667,0101000020E61000004444444444345FC0DEDDDDDDDD9D4840,0101000020E61000004444444444345FC0DEDDDDDDDD9D4840
18760,18080,UCLUELET,CA,48.95,-125.55,0101000020E61000003333333333635FC09A99999999794840,0101000020E61000003333333333635FC09A99999999794840
18780,18080,CLAYOQUOT,CA,49.15,-125.916667,0101000020E6100000ABAAAAAAAA7A5FC03333333333934840,0101000020E6100000ABAAAAAAAA7A5FC03333333333934840
18790,18080,AHOUSAT,CA,49.283333,-126.066667,0101000020E61000004444444444845FC04444444444A44840,0101000020E61000004444444444845FC04444444444A44840
18805,18080,TAHSIS,CA,49.916667,-126.666667,0101000020E6100000ABAAAAAAAAAA5FC05555555555F54840,0101000020E6100000ABAAAAAAAAAA5FC05555555555F54840
23300,20620,MELING,NO,59.783333,5.116667,0101000020E610000077777777777714404444444444E44D40,0101000020E610000077777777777714404444444444E44D40
22790,20620,HEMNESBERGET,NO,66.233333,13.616667,0101000020E6100000BCBBBBBBBB3B2B40EFEEEEEEEE8E5040,0101000020E6100000BCBBBBBBBB3B2B40EFEEEEEEEE8E5040
20920,20620,HAMMERFEST,NO,70.666667,23.666667,0101000020E6100000ABAAAAAAAAAA3740ABAAAAAAAAAA5140,0101000020E6100000ABAAAAAAAAAA3740ABAAAAAAAAAA5140
20930,20620,SORVAER,NO,70.633333,21.983333,0101000020E6100000BCBBBBBBBBFB35408988888888A85140,0101000020E6100000BCBBBBBBBBFB35408988888888A85140
20940,20620,BREDVIK,NO,70.583333,22.133333,0101000020E610000022222222222236405555555555A55140,0101000020E610000022222222222236405555555555A55140
21120,20620,OKSFJORD,NO,70.233333,22.35,0101000020E61000009A99999999593640EFEEEEEEEE8E5140,0101000020E61000009A99999999593640EFEEEEEEEE8E5140
21130,20620,ALTA,NO,69.966667,23.25,0101000020E61000000000000000403740DEDDDDDDDD7D5140,0101000020E61000000000000000403740DEDDDDDDDD7D5140
21140,20620,TALVIK,NO,70.05,22.966667,0101000020E61000007777777777F736403333333333835140,0101000020E61000007777777777F736403333333333835140
21310,20620,TROMSO,NO,69.65,18.966667,0101000020E61000007777777777F732409A99999999695140,0101000020E61000007777777777F732409A99999999695140
21380,20620,GIBOSTAD,NO,69.35,18.083333,0101000020E610000055555555551532406666666666565140,0101000020E610000055555555551532406666666666565140
21490,20620,FINNSNES,NO,69.233333,17.966667,0101000020E61000007777777777F73140EFEEEEEEEE4E5140,0101000020E61000007777777777F73140EFEEEEEEEE4E5140
21495,20620,MEDBY,NO,68.916667,17.733333,0101000020E6100000BCBBBBBBBBBB3140ABAAAAAAAA3A5140,0101000020E6100000BCBBBBBBBBBB3140ABAAAAAAAA3A5140
21510,20620,SJOVEGAN,NO,68.883333,17.833333,0101000020E61000005555555555D531408988888888385140,0101000020E61000005555555555D531408988888888385140
21610,20620,HARSTAD,NO,68.8,16.55,0101000020E6100000CDCCCCCCCC8C30403333333333335140,0101000020E6100000CDCCCCCCCC8C30403333333333335140
21660,20620,ANDENES,NO,69.333333,16.133333,0101000020E610000022222222222230405555555555555140,0101000020E610000022222222222230405555555555555140
21670,20620,SORTLAND,NO,68.7,15.416667,0101000020E61000005555555555D52E40CDCCCCCCCC2C5140,0101000020E61000005555555555D52E40CDCCCCCCCC2C5140
10540,10310,CIENFUEGOS,CU,22.15,-80.45,0101000020E6100000CDCCCCCCCC1C54C06666666666263640,0101000020E6100000CDCCCCCCCC1C54C06666666666263640
10600,10590,LUCEA,JM,18.45,-78.166667,0101000020E6100000ABAAAAAAAA8A53C03333333333733240,0101000020E6100000ABAAAAAAAA8A53C03333333333733240
10610,10590,MONTEGO BAY,JM,18.466667,-77.933333,0101000020E6100000BCBBBBBBBB7B53C07777777777773240,0101000020E6100000BCBBBBBBBB7B53C07777777777773240
10620,10590,FALMOUTH,JM,18.483333,-77.65,0101000020E61000009A999999996953C0BCBBBBBBBB7B3240,0101000020E61000009A999999996953C0BCBBBBBBBB7B3240
10630,10590,RIO BUENO,JM,18.466667,-77.466667,0101000020E6100000DEDDDDDDDD5D53C07777777777773240,0101000020E6100000DEDDDDDDDD5D53C07777777777773240
10660,10590,OCHO RIOS,JM,18.416667,-77.116667,0101000020E610000077777777774753C0ABAAAAAAAA6A3240,0101000020E610000077777777774753C0ABAAAAAAAA6A3240
